"id"#"nombre"#"descripcion"#"ficha_tecnica"#"bloque"#"certificado"#"destacado"#"tapizado"#"categoriaId"#"disenadorId"
"093856f0-044e-453e-8c8c-31e96173ef15"#"BREK"#"Un sillón delicado y funcional. El diseño de Brek apoya el área lumbar mientras mantiene un perfil delgado para generar una ergonomía absoluta pero elegante."#"https://test.labenze.com/uploads/Productos/BREK/FichaTecnica/Brek.pdf"#NULL#NULL#"0"#"1"#"8"#"0"
"12961165-427e-4d9d-8970-4918b906ed97"#"STEP"#"Mesa alta con estructura de metal sobremoldeado con tecnopolímero. Parte superior compacta. También es adecuado para uso en exteriores."#"https://test.labenze.com/uploads/Productos/STEP/FichaTecnica/Mesa_Step.pdf"#"https://test.labenze.com/uploads/Productos/STEP/3D/step-69x120-1.rar"#NULL#"0"#"0"#"5"#"0"
"130f12bb-54f2-494b-af41-70c0d55918c8"#"AMITHA BANCO"#"Diseñado por Forsix, es un banco de exterior con líneas clásicas y elegantes. El asiento apilable de tubo de acero, de formas amplias y acogedoras, es extremadamente cómodo una vez sentado."#NULL#"https://test.labenze.com/uploads/Productos/AMITHA_BANCO/3D/Amitha_banco.3ds"#NULL#"0"#"1"#"2"#"0"
"19dd92f5-27f9-4cd0-ac03-d6ed1491ed8a"#"TRAVERSO"#"Traverso es una banca resistente y ligera. Su estructura con formas geométricas brindas un ambiente divertido a diferentes espacios. Disponible en pintura con acabado semi-mate y resistente a los rayos UV"#NULL#NULL#NULL#"0"#"0"#"1"#"0"
"19f36c51-4bee-4486-a6da-b94c94486834"#"NEMO"#"Gran carácter en esta elaborda en aluminio de 4 puntas con regatones columna cuadrada con filos redondeados. Para su uso interno y externo. Altura y soporte de cubierta: H.73. cubierta cuadrada hasta 80x80 H.50. cubierta cuadrada hasta 80x80 H.110. cubierta cuadrada hasta 70x70. Base 4 puntas con regatones, columna cuadrada con filos redondeados."#"https://test.labenze.com/uploads/Productos/NEMO/FichaTecnica/Base_Nemo.pdf"#"https://test.labenze.com/uploads/Productos/NEMO/3D/Nemo.zip"#NULL#"0"#"0"#"3"#"0"
"20adf24d-0a44-42e7-87de-02fbcd5ebfb0"#"KIRA"#"Un diseño sencillo que se aprecia desde el primer vistazo, desde la primera sesión. Kira es el sillón que retoma esta idea de diseño, convirtiéndose en una adición cautivadora a cualquier espacio de oficina."#"https://test.labenze.com/uploads/Productos/KIRA/FichaTecnica/Kira.pdf"#"https://test.labenze.com/uploads/Productos/KIRA/3D/kira-p3.rar"#NULL#"0"#"1"#"8"#"0"
"23d8d1ae-bcb6-4dc8-a650-5fb9c6e997c5"#"FULLER"#"Diseñada por Marc Sadler, la colección destaca por el inverosímil diseño de la carcasa, un juego continuo de espacios vacíos y llenos que se entrelazan creando un emocionante efecto tridimensional."#"https://test.labenze.com/uploads/Productos/FULLER/FichaTecnica/Fuller_ST.pdf"#"https://test.labenze.com/uploads/Productos/FULLER/3D/FULLER-ST.rar"#NULL#"0"#"0"#"7"#"0"
"252f2619-9097-40dd-a060-7265d2bdbabc"#"AMITHA"#"Diseñada por Forsix, es una silla sin brazos de exterior con líneas clásicas y elegantes. El asiento apilable de tubo de acero, de formas amplias y acogedoras, es extremadamente cómodo una vez sentado."#NULL#"https://test.labenze.com/uploads/Productos/AMITHA/3D/amitha.zip"#NULL#"0"#"1"#"7"#"0"
"2ae14bfa-bbad-49d3-b8cd-94664c2d6ac7"#"SAI"#"Estructura de tecnopolímero moldeado por aire reforzado con fibra de vidrio. Disponible en varios colores. Apilable. Para uso en interiores/exteriores."#"https://test.labenze.com/uploads/Productos/SAI/FichaTecnica/Sai.pdf"#"https://test.labenze.com/uploads/Productos/SAI/3D/Sai.3ds"#NULL#"0"#"0"#"7"#"0"
"300d448c-8757-4385-baba-5c62b5e0a25a"#"AMYOPEN"#"La apertura en el respaldo y las líneas limpias hacen visible la ligereza de Amyopen. Descubre un asiento esencial, libre en combinaciones y apto para cualquier espacio. Silla tapizada compatible con diferentes bases."#"https://test.labenze.com/uploads/Productos/AMYOPEN/FichaTecnica/Amyopen.pdf"#"https://test.labenze.com/uploads/Productos/AMYOPEN/3D/Bloques3D.zip"#NULL#"1"#"1"#"8"#"0"
"31dd570b-2acf-4f07-a1fe-f153e9e32bfa"#"COCCOLONA BANCA"#"Sofá de 2 plazas resistente y estable elaborada en polipropileno. Diseño de 4 patas antiderrapantes. Apilable. Para uso interno y externo"#"https://test.labenze.com/uploads/Productos/COCCOLONA_BANCA/FichaTecnica/Coccolona.pdf"#"https://test.labenze.com/uploads/Productos/COCCOLONA_BANCA/3D/coccolona.zip"#NULL#"0"#"0"#"1"#"0"
"320bfc90-8b25-4d73-a473-5950c5b00a2c"#"OLA"#"Una silla que da un toque especial a cualquier espacio. Asiento y respaldo de polipropileno."#NULL#"https://test.labenze.com/uploads/Productos/OLA/3D/Ola.3ds"#NULL#"0"#"0"#"7"#"0"
"3777177a-58dc-423c-abdc-484bb174dfeb"#"NELL"#"La silla Nell expresa carácter, comodidad y versatilidad con su silueta de alto impacto estético. Agregar un toque único a la decoración nunca ha sido tan fácil."#"https://test.labenze.com/uploads/Productos/NELL/FichaTecnica/Nell.pdf"#NULL#NULL#"0"#"1"#"8"#"0"
"3b5755b9-0004-493a-a659-f97b8a1fb18d"#"ANNETTE"#"Con su diseño compacto y elegante, Annette es una solución ideal para agregar elegancia discreta a salas de espera y salones."#"https://test.labenze.com/uploads/Productos/ANNETTE/FichaTecnica/Annette.pdf"#"https://test.labenze.com/uploads/Productos/ANNETTE/3D/Annette_base-R3.rar"#NULL#"0"#"1"#"8"#"0"
"3ec01502-7243-4878-8999-a7d60d63cb5b"#"HUG"#"La nueva línea de sillas HUG, está fabricada con un material reciclado posconsumo (PCR) regenerado certificado. Presenta un elemento extremadamente distintivo, en forma de banda, definida por un patrón de rayas en relieve, que envuelve como un abrazo. Disponible con y sin brazos. Disponible en versión tapizada."#NULL#"https://test.labenze.com/uploads/Productos/HUG/3D/HUG_braccioli.3ds"#NULL#"1"#"1"#"7"#"0"
"40fbc5a7-aad3-4bd9-ad72-145d3ff0d870"#"NORA"#"Comodidad completa y compartida. Nora invita a las personas a sentarse, brindando una experiencia de asiento cómoda de pies a cabeza."#"https://test.labenze.com/uploads/Productos/NORA/FichaTecnica/Nora_alta.pdf"#"https://test.labenze.com/uploads/Productos/NORA/3D/noraalta-l25.rar"#NULL#"0"#"1"#"8"#"0"
"4ba0dbb0-beee-4749-bf09-0e98a9e369bf"#"COCCOLONA"#"Silla apilable de tecnopolímero, muy robusta y estable. Es perfecta para el contract y el uso al aire libre. Con su diseño innovador, también es el asiento ideal para la vida. Disponible en una amplia gama de colores, con cuatro pies antideslizantes."#"https://test.labenze.com/uploads/Productos/COCCOLONA/FichaTecnica/Coccolona.pdf"#"https://test.labenze.com/uploads/Productos/COCCOLONA/3D/coccolona.zip"#NULL#"0"#"0"#"7"#"0"
"4f88dd80-b7ca-4fad-8325-b1d70f26f501"#"CLARO"#"Mesa diseñada por Eurolineacon, con estructura de metal sobremoldeado con tecnopolímero, tapa en Compatop o lamido."#"https://test.labenze.com/uploads/Productos/CLARO/FichaTecnica/Mesa_Claro.pdf"#"https://test.labenze.com/uploads/Productos/CLARO/3D/claro.zip"#NULL#"0"#"0"#"5"#"0"
"51748b4c-5138-464e-bc11-920c01caeb70"#"DAY"#"Taburete con estructura de acero cromado o pintado. Asiento en tecnopolímero. "#"https://test.labenze.com/uploads/Productos/DAY/FichaTecnica/Banco_Day.pdf"#"https://test.labenze.com/uploads/Productos/DAY/3D/Day.rar"#NULL#"0"#"0"#"2"#"0"
"5b538eb8-50f1-442b-b783-6c37be4dae7b"#"OLIMPIA"#"Silla con asiento y respaldo en polipropileno con diseño tejido. Estructura de 4 patas en aluminio cubiertas c/diseño tejido de 25 mm de diámetro. Apilable."#"https://test.labenze.com/uploads/Productos/OLIMPIA/FichaTecnica/Olimpia.pdf"#"https://test.labenze.com/uploads/Productos/OLIMPIA/3D/Olimpia-2277.rar"#NULL#"0"#"0"#"7"#"0"
"5c687e40-dd5e-4d0b-84b5-58e24fc69d35"#"BAKHITA BANCO"#"Este banco cuenta con un proceso de inyección de plástico 2K con el que está fabricado lo hace robusto y duradero."#"https://test.labenze.com/uploads/Productos/BAKHITA_BANCO/FichaTecnica/Banco_Bakhita.pdf "#"https://test.labenze.com/uploads/Productos/BAKHITA_BANCO/3D/bakhita.zip"#NULL#"0"#"0"#"2"#"0"
